,Image Name,Jaccard,F1,Recall,Precision,Acc,F2
0,mask\scene00086_0,0.9340838148369529,0.9659186511683807,0.9376958463897593,0.9958930784209594,0.9697113037109375,0.9659186511683807
1,mask\scene00306_0,0.940224291155311,0.9691913408582802,0.9908573977031999,0.948452508004269,0.9913787841796875,0.9691913408582802
2,mask\scene00681_0,0.8345971228119906,0.9098423980222496,0.8515545914678235,0.9766959694808426,0.964385986328125,0.9098423980222496
3,mask\scene01201_0,0.8704605739088498,0.9307446369636964,0.9258271351628623,0.9357146560215667,0.959014892578125,0.9307446369636964
