,Image Name,Jaccard,F1,Recall,Precision,Acc,F2
0,mask\scene00086_0,0.9339863855221651,0.9658665567803303,0.9376291752783519,0.9958575272624274,0.96966552734375,0.9658665567803303
1,mask\scene00306_0,0.9401184934405417,0.9691351292398298,0.9907459025532389,0.9484470060838937,0.991363525390625,0.9691351292398298
2,mask\scene00681_0,0.8345262561122528,0.9098002858577665,0.8514822848879248,0.9766940366592021,0.9643707275390625,0.9098002858577665
3,mask\scene01201_0,0.8703703703703703,0.9306930693069306,0.9257758399589638,0.9356628130022292,0.958984375,0.9306930693069306
